marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
51.0,92.0,68.0,66.0,84.0,63.0,medium,good,low,moderate
99.0,91.0,99.0,96.0,82.0,25.0,high,good,low,high
84.0,81.0,48.0,32.0,72.0,62.0,medium,average,low,moderate
52.0,80.0,78.0,23.0,91.0,56.0,medium,poor,medium,moderate
98.0,71.0,42.0,62.0,81.0,77.0,high,average,low,moderate
64.0,41.0,88.0,99.0,38.0,39.0,medium,good,high,moderate
65.0,63.0,41.0,64.0,53.0,75.0,medium,average,medium,moderate
60.0,83.0,50.0,93.0,60.0,55.0,medium,good,low,high
40.0,88.0,62.0,71.0,59.0,73.0,medium,good,medium,moderate
95.0,73.0,55.0,22.0,71.0,53.0,high,poor,low,moderate
30.0,82.0,41.0,54.0,76.0,50.0,medium,average,medium,moderate
42.0,41.0,74.0,81.0,28.0,37.0,medium,average,high,moderate
46.0,68.0,31.0,60.0,65.0,86.0,medium,average,medium,moderate
49.0,70.0,98.0,35.0,23.0,25.0,medium,poor,medium,moderate
39.0,93.0,33.0,34.0,60.0,38.0,medium,average,low,moderate
31.0,58.0,53.0,73.0,53.0,54.0,medium,average,high,moderate
77.0,53.0,95.0,57.0,36.0,32.0,medium,average,medium,moderate
97.0,61.0,40.0,65.0,99.0,93.0,high,average,medium,moderate
38.0,50.0,35.0,49.0,40.0,47.0,low,poor,high,low
50.0,73.0,82.0,47.0,24.0,39.0,medium,average,medium,moderate
65.0,78.0,35.0,73.0,48.0,40.0,medium,good,medium,moderate
94.0,88.0,92.0,20.0,80.0,35.0,high,poor,low,moderate
78.0,98.0,61.0,54.0,20.0,73.0,high,average,low,high
83.0,44.0,90.0,49.0,59.0,58.0,medium,poor,medium,moderate
70.0,54.0,47.0,82.0,53.0,38.0,medium,average,medium,moderate
59.0,58.0,39.0,78.0,89.0,89.0,medium,average,medium,moderate
43.0,54.0,97.0,54.0,20.0,72.0,medium,average,medium,moderate
90.0,89.0,83.0,41.0,21.0,52.0,high,average,low,moderate
86.0,48.0,93.0,38.0,65.0,61.0,high,poor,medium,moderate
31.0,41.0,52.0,36.0,34.0,72.0,low,poor,high,low
80.0,91.0,58.0,41.0,76.0,32.0,medium,average,low,moderate
35.0,97.0,70.0,80.0,42.0,84.0,medium,good,low,high
81.0,53.0,61.0,23.0,64.0,40.0,medium,poor,medium,low
87.0,59.0,46.0,22.0,23.0,22.0,medium,poor,medium,low
39.0,70.0,56.0,63.0,75.0,61.0,medium,average,medium,moderate
60.0,71.0,72.0,37.0,61.0,90.0,medium,average,medium,moderate
38.0,99.0,32.0,86.0,20.0,78.0,medium,good,low,high
69.0,64.0,53.0,80.0,41.0,44.0,medium,average,medium,moderate
94.0,40.0,50.0,81.0,24.0,51.0,medium,average,medium,moderate
35.0,65.0,34.0,56.0,23.0,67.0,low,average,medium,moderate
57.0,73.0,38.0,55.0,75.0,38.0,medium,average,medium,moderate
98.0,71.0,64.0,54.0,54.0,85.0,high,average,low,moderate
51.0,70.0,37.0,35.0,84.0,43.0,low,poor,medium,moderate
39.0,95.0,54.0,65.0,40.0,37.0,medium,good,low,moderate
64.0,88.0,69.0,89.0,77.0,27.0,high,good,low,high
65.0,55.0,91.0,40.0,69.0,75.0,medium,poor,medium,moderate
76.0,61.0,36.0,24.0,73.0,22.0,medium,poor,medium,low
51.0,80.0,60.0,65.0,86.0,84.0,medium,average,medium,moderate
96.0,64.0,37.0,51.0,76.0,97.0,high,average,medium,moderate
66.0,65.0,60.0,83.0,79.0,28.0,medium,good,medium,moderate
50.0,50.0,63.0,88.0,79.0,27.0,medium,average,high,moderate
97.0,55.0,85.0,96.0,55.0,94.0,high,good,medium,high
94.0,84.0,60.0,51.0,77.0,29.0,high,average,low,moderate
64.0,90.0,95.0,92.0,87.0,52.0,high,good,low,high
31.0,87.0,39.0,29.0,79.0,89.0,medium,average,medium,moderate
71.0,58.0,33.0,49.0,68.0,31.0,medium,average,medium,moderate
68.0,48.0,30.0,41.0,25.0,73.0,medium,poor,medium,low
40.0,49.0,54.0,93.0,54.0,50.0,medium,good,high,moderate
74.0,63.0,43.0,68.0,25.0,54.0,medium,average,medium,moderate
88.0,71.0,36.0,49.0,28.0,94.0,medium,average,low,moderate
37.0,93.0,46.0,32.0,48.0,71.0,medium,average,low,moderate
80.0,93.0,98.0,82.0,57.0,45.0,high,good,low,high
39.0,40.0,86.0,72.0,62.0,94.0,medium,average,high,moderate
82.0,82.0,31.0,88.0,92.0,66.0,high,good,low,high
59.0,57.0,94.0,55.0,81.0,27.0,medium,average,medium,moderate
30.0,51.0,44.0,31.0,53.0,51.0,low,poor,high,low
97.0,73.0,58.0,46.0,46.0,39.0,medium,average,low,moderate
41.0,42.0,52.0,69.0,77.0,71.0,medium,average,high,moderate
71.0,60.0,58.0,39.0,42.0,88.0,medium,poor,medium,moderate
42.0,73.0,83.0,25.0,90.0,23.0,medium,poor,medium,low
95.0,56.0,79.0,85.0,82.0,82.0,high,average,medium,high
81.0,75.0,71.0,62.0,74.0,93.0,high,average,low,moderate
86.0,67.0,73.0,51.0,39.0,99.0,high,average,medium,moderate
60.0,87.0,80.0,64.0,69.0,72.0,high,average,low,moderate
62.0,50.0,42.0,79.0,85.0,45.0,medium,average,medium,moderate
74.0,43.0,57.0,20.0,25.0,31.0,low,poor,medium,low
84.0,71.0,37.0,55.0,34.0,95.0,medium,average,medium,moderate
89.0,55.0,79.0,40.0,61.0,53.0,medium,poor,medium,moderate
31.0,82.0,60.0,27.0,48.0,47.0,low,poor,medium,low
76.0,45.0,74.0,22.0,76.0,78.0,medium,poor,medium,low
37.0,74.0,69.0,55.0,52.0,77.0,medium,average,medium,moderate
50.0,99.0,49.0,63.0,99.0,84.0,medium,good,low,moderate
88.0,45.0,39.0,60.0,43.0,90.0,medium,average,medium,moderate
47.0,58.0,98.0,82.0,48.0,90.0,medium,average,medium,moderate
85.0,90.0,50.0,56.0,20.0,33.0,medium,average,low,high
62.0,72.0,37.0,67.0,39.0,33.0,medium,average,medium,moderate
46.0,50.0,51.0,85.0,38.0,36.0,medium,average,high,moderate
53.0,52.0,93.0,72.0,81.0,70.0,medium,average,medium,moderate
67.0,85.0,48.0,92.0,47.0,66.0,medium,good,low,high
83.0,91.0,99.0,37.0,36.0,88.0,high,average,low,moderate
72.0,61.0,62.0,82.0,45.0,87.0,medium,average,medium,moderate
95.0,68.0,90.0,75.0,65.0,85.0,high,average,low,high
90.0,86.0,75.0,66.0,82.0,26.0,high,average,low,high
82.0,50.0,33.0,20.0,98.0,75.0,medium,poor,medium,low
72.0,52.0,65.0,63.0,23.0,88.0,medium,average,medium,moderate
50.0,86.0,59.0,88.0,87.0,98.0,high,good,low,high
58.0,51.0,44.0,71.0,51.0,47.0,medium,average,medium,moderate
38.0,86.0,68.0,20.0,84.0,82.0,medium,poor,medium,moderate
56.0,69.0,37.0,43.0,23.0,52.0,medium,average,medium,moderate
94.0,99.0,78.0,65.0,70.0,32.0,high,good,low,high
59.0,41.0,87.0,84.0,94.0,47.0,medium,average,high,moderate
37.0,96.0,36.0,55.0,23.0,40.0,low,average,low,moderate
75.0,53.0,63.0,88.0,83.0,92.0,high,average,medium,moderate
97.0,42.0,75.0,83.0,29.0,34.0,medium,average,medium,moderate
90.0,83.0,34.0,41.0,98.0,30.0,medium,average,low,moderate
49.0,71.0,57.0,35.0,79.0,66.0,medium,poor,medium,moderate
61.0,90.0,48.0,92.0,92.0,65.0,medium,good,low,high
67.0,46.0,32.0,67.0,91.0,64.0,medium,average,medium,moderate
47.0,44.0,86.0,87.0,45.0,31.0,medium,average,high,moderate
48.0,74.0,61.0,93.0,53.0,59.0,medium,good,medium,high
46.0,92.0,82.0,53.0,75.0,94.0,medium,average,low,moderate
99.0,64.0,71.0,23.0,33.0,27.0,medium,poor,medium,moderate
82.0,87.0,91.0,92.0,44.0,83.0,high,good,low,high
88.0,94.0,99.0,66.0,27.0,30.0,high,good,low,high
87.0,92.0,72.0,29.0,91.0,38.0,high,average,low,moderate
97.0,70.0,54.0,62.0,39.0,91.0,high,average,low,moderate
37.0,81.0,59.0,22.0,52.0,43.0,medium,poor,medium,low
91.0,71.0,87.0,43.0,56.0,61.0,high,average,low,moderate
34.0,80.0,59.0,47.0,50.0,50.0,medium,average,medium,moderate
63.0,74.0,66.0,56.0,82.0,69.0,medium,average,medium,moderate
71.0,71.0,43.0,65.0,93.0,52.0,medium,average,medium,moderate
55.0,66.0,99.0,87.0,65.0,55.0,medium,good,medium,moderate
40.0,79.0,75.0,48.0,86.0,85.0,medium,average,medium,moderate
43.0,85.0,53.0,78.0,28.0,64.0,medium,good,medium,moderate
87.0,95.0,70.0,95.0,97.0,65.0,high,good,low,high
52.0,76.0,58.0,79.0,29.0,84.0,medium,good,medium,moderate
51.0,46.0,40.0,40.0,25.0,54.0,low,poor,high,low
94.0,75.0,91.0,74.0,21.0,85.0,high,average,low,high
40.0,58.0,91.0,42.0,39.0,77.0,medium,poor,medium,low
94.0,41.0,88.0,58.0,86.0,90.0,high,average,medium,moderate
94.0,44.0,55.0,70.0,44.0,56.0,medium,average,medium,moderate
71.0,75.0,47.0,43.0,83.0,64.0,medium,average,medium,moderate
41.0,96.0,33.0,20.0,53.0,30.0,medium,average,low,moderate
40.0,70.0,81.0,86.0,28.0,28.0,medium,good,medium,moderate
49.0,66.0,52.0,78.0,57.0,28.0,medium,average,medium,moderate
70.0,45.0,92.0,29.0,38.0,70.0,medium,poor,medium,low
40.0,80.0,90.0,50.0,43.0,46.0,medium,average,medium,moderate
61.0,43.0,38.0,40.0,61.0,43.0,low,poor,high,low
38.0,90.0,94.0,98.0,83.0,68.0,high,good,medium,high
67.0,88.0,39.0,95.0,66.0,51.0,medium,good,low,high
31.0,99.0,64.0,75.0,37.0,30.0,medium,good,low,high
79.0,57.0,63.0,55.0,77.0,64.0,high,average,medium,moderate
33.0,49.0,96.0,24.0,75.0,64.0,medium,poor,high,low
43.0,57.0,76.0,39.0,38.0,31.0,medium,poor,medium,low
42.0,87.0,91.0,27.0,88.0,41.0,medium,average,medium,moderate
88.0,53.0,71.0,83.0,87.0,38.0,high,average,medium,moderate
33.0,93.0,87.0,27.0,68.0,75.0,medium,average,low,moderate
60.0,49.0,89.0,74.0,43.0,39.0,medium,average,medium,moderate
71.0,42.0,90.0,96.0,48.0,22.0,medium,average,medium,moderate
66.0,53.0,58.0,44.0,55.0,41.0,medium,poor,medium,moderate
77.0,85.0,56.0,74.0,35.0,57.0,medium,good,low,high
86.0,76.0,98.0,90.0,44.0,81.0,high,good,low,high
57.0,61.0,82.0,54.0,30.0,24.0,medium,average,medium,moderate
87.0,79.0,94.0,55.0,32.0,90.0,high,average,low,moderate
52.0,78.0,70.0,36.0,79.0,46.0,medium,average,medium,moderate
98.0,73.0,95.0,54.0,30.0,47.0,high,average,low,moderate
65.0,70.0,80.0,89.0,57.0,21.0,medium,good,medium,high
81.0,46.0,81.0,73.0,54.0,42.0,medium,average,medium,moderate
91.0,55.0,42.0,36.0,23.0,57.0,medium,poor,medium,moderate
85.0,71.0,69.0,62.0,86.0,70.0,high,average,low,moderate
89.0,48.0,81.0,76.0,98.0,81.0,high,average,medium,moderate
67.0,68.0,83.0,26.0,71.0,61.0,medium,poor,medium,moderate
33.0,47.0,97.0,81.0,73.0,28.0,medium,average,high,moderate
64.0,87.0,52.0,36.0,38.0,51.0,medium,average,low,moderate
42.0,46.0,51.0,43.0,87.0,78.0,medium,poor,high,low
92.0,45.0,97.0,53.0,82.0,71.0,high,poor,medium,moderate
46.0,78.0,99.0,60.0,55.0,66.0,medium,average,medium,moderate
45.0,53.0,42.0,93.0,76.0,60.0,medium,good,medium,moderate
47.0,61.0,56.0,37.0,96.0,60.0,medium,poor,medium,low
74.0,58.0,96.0,40.0,68.0,99.0,high,poor,medium,moderate
69.0,52.0,43.0,50.0,35.0,67.0,medium,average,medium,moderate
96.0,85.0,84.0,88.0,46.0,67.0,high,good,low,high
59.0,81.0,37.0,97.0,34.0,46.0,medium,good,medium,high
49.0,54.0,42.0,56.0,46.0,59.0,medium,average,medium,moderate
33.0,81.0,84.0,75.0,91.0,76.0,medium,good,medium,moderate
30.0,82.0,72.0,93.0,35.0,88.0,medium,good,medium,high
56.0,72.0,68.0,87.0,91.0,82.0,medium,good,medium,moderate
94.0,74.0,89.0,74.0,42.0,72.0,high,average,low,high
66.0,96.0,51.0,63.0,59.0,82.0,medium,good,low,high
92.0,67.0,65.0,98.0,62.0,22.0,high,good,medium,high
37.0,63.0,72.0,39.0,30.0,41.0,low,poor,medium,low
36.0,72.0,81.0,49.0,34.0,39.0,medium,average,medium,moderate
88.0,90.0,53.0,77.0,44.0,72.0,high,good,low,high
37.0,82.0,74.0,21.0,24.0,80.0,medium,poor,medium,low
33.0,44.0,61.0,60.0,80.0,31.0,low,average,high,low
58.0,67.0,67.0,88.0,63.0,35.0,medium,good,medium,moderate
94.0,84.0,90.0,34.0,87.0,59.0,high,average,low,moderate
78.0,53.0,57.0,84.0,89.0,97.0,high,average,medium,moderate
36.0,99.0,76.0,52.0,47.0,20.0,medium,average,low,moderate
88.0,88.0,95.0,88.0,85.0,90.0,high,good,low,high
89.0,90.0,83.0,70.0,24.0,35.0,high,good,low,high
86.0,44.0,99.0,32.0,54.0,41.0,medium,poor,medium,low
93.0,74.0,70.0,78.0,73.0,70.0,high,good,low,high
46.0,71.0,49.0,24.0,57.0,78.0,medium,poor,medium,low
98.0,77.0,99.0,39.0,79.0,89.0,high,average,low,moderate
52.0,91.0,75.0,91.0,88.0,20.0,high,good,low,high
86.0,61.0,46.0,90.0,53.0,23.0,medium,good,medium,high
70.0,72.0,52.0,23.0,41.0,58.0,medium,poor,medium,moderate
84.0,80.0,48.0,50.0,66.0,64.0,medium,average,low,moderate
73.0,85.0,88.0,27.0,89.0,40.0,high,average,low,moderate
74.0,86.0,36.0,41.0,98.0,70.0,medium,average,low,moderate
73.0,60.0,81.0,97.0,85.0,41.0,high,good,medium,high
84.0,99.0,68.0,35.0,39.0,94.0,high,average,low,moderate
81.0,40.0,35.0,71.0,36.0,34.0,medium,average,medium,moderate
39.0,69.0,72.0,84.0,65.0,72.0,medium,good,medium,moderate
87.0,76.0,82.0,90.0,52.0,62.0,high,good,low,high
67.0,43.0,80.0,48.0,68.0,28.0,medium,poor,medium,low
52.0,67.0,66.0,75.0,93.0,68.0,medium,average,medium,moderate
65.0,75.0,53.0,58.0,63.0,31.0,medium,average,medium,moderate
97.0,76.0,41.0,28.0,48.0,63.0,medium,poor,low,moderate
90.0,47.0,30.0,37.0,89.0,70.0,medium,poor,medium,moderate
88.0,56.0,55.0,79.0,55.0,25.0,medium,average,medium,moderate
62.0,54.0,74.0,74.0,68.0,37.0,medium,average,medium,moderate
84.0,78.0,32.0,61.0,30.0,43.0,medium,average,low,moderate
56.0,59.0,99.0,82.0,60.0,94.0,high,average,medium,moderate
78.0,74.0,71.0,75.0,54.0,37.0,medium,average,low,high
74.0,83.0,50.0,47.0,29.0,93.0,medium,average,low,moderate
47.0,87.0,97.0,43.0,36.0,62.0,medium,average,medium,moderate
48.0,51.0,42.0,95.0,76.0,95.0,medium,good,medium,moderate
34.0,94.0,97.0,97.0,34.0,86.0,high,good,low,high
39.0,49.0,49.0,22.0,30.0,43.0,low,poor,high,low
60.0,41.0,56.0,83.0,24.0,64.0,medium,average,high,moderate
63.0,42.0,59.0,30.0,22.0,77.0,medium,poor,high,low
41.0,52.0,99.0,88.0,54.0,26.0,medium,average,high,moderate
59.0,92.0,47.0,67.0,59.0,73.0,medium,good,low,high
72.0,52.0,98.0,75.0,69.0,56.0,high,average,medium,moderate
46.0,81.0,54.0,76.0,65.0,22.0,medium,good,medium,moderate
53.0,65.0,49.0,68.0,62.0,89.0,medium,average,medium,moderate
55.0,42.0,74.0,40.0,99.0,41.0,medium,poor,high,low
65.0,66.0,78.0,84.0,39.0,89.0,medium,good,medium,moderate
55.0,41.0,54.0,64.0,76.0,36.0,medium,average,high,moderate
81.0,68.0,39.0,63.0,26.0,63.0,medium,average,medium,moderate
52.0,73.0,57.0,45.0,87.0,49.0,medium,average,medium,moderate
60.0,71.0,67.0,20.0,49.0,91.0,medium,poor,medium,low
56.0,56.0,32.0,64.0,47.0,96.0,medium,average,medium,moderate
42.0,85.0,35.0,47.0,30.0,81.0,medium,average,medium,moderate
78.0,75.0,94.0,72.0,60.0,87.0,high,average,low,moderate
46.0,55.0,32.0,49.0,51.0,81.0,low,average,medium,moderate
50.0,66.0,58.0,97.0,97.0,43.0,medium,good,medium,high
85.0,46.0,83.0,74.0,34.0,93.0,high,average,medium,moderate
96.0,95.0,52.0,56.0,53.0,62.0,high,average,low,high
76.0,85.0,64.0,76.0,92.0,47.0,high,good,low,high
94.0,57.0,36.0,71.0,84.0,35.0,medium,average,medium,moderate
89.0,80.0,85.0,69.0,81.0,76.0,high,average,low,high
63.0,80.0,74.0,66.0,62.0,42.0,medium,average,medium,moderate
83.0,76.0,89.0,94.0,89.0,72.0,high,good,low,high
52.0,43.0,90.0,45.0,37.0,25.0,medium,poor,high,low
62.0,92.0,54.0,54.0,84.0,70.0,medium,average,low,moderate
67.0,97.0,32.0,40.0,66.0,71.0,medium,average,low,moderate
97.0,98.0,54.0,65.0,47.0,61.0,high,good,low,high
89.0,98.0,40.0,99.0,37.0,72.0,high,good,low,high
64.0,95.0,67.0,68.0,61.0,99.0,high,good,low,high
75.0,84.0,40.0,36.0,20.0,87.0,medium,average,low,moderate
44.0,43.0,94.0,93.0,77.0,55.0,medium,average,high,moderate
86.0,67.0,72.0,83.0,38.0,89.0,high,good,medium,high
68.0,54.0,47.0,55.0,51.0,96.0,medium,average,medium,moderate
67.0,53.0,94.0,31.0,35.0,32.0,medium,poor,medium,low
83.0,89.0,83.0,52.0,57.0,48.0,high,average,low,moderate
74.0,88.0,60.0,84.0,49.0,79.0,high,good,low,high
35.0,71.0,40.0,66.0,35.0,61.0,low,average,medium,moderate
50.0,84.0,54.0,34.0,91.0,30.0,medium,average,medium,moderate
42.0,47.0,70.0,32.0,80.0,57.0,medium,poor,high,low
81.0,53.0,83.0,97.0,51.0,49.0,medium,good,medium,high
32.0,91.0,48.0,55.0,24.0,79.0,medium,average,medium,moderate
44.0,67.0,81.0,74.0,87.0,61.0,medium,average,medium,moderate
71.0,72.0,49.0,48.0,75.0,31.0,medium,average,medium,moderate
78.0,67.0,47.0,27.0,64.0,23.0,medium,poor,medium,moderate
65.0,52.0,61.0,52.0,68.0,42.0,medium,average,medium,moderate
90.0,89.0,41.0,75.0,20.0,32.0,medium,good,low,high
94.0,85.0,58.0,46.0,57.0,90.0,high,average,low,moderate
39.0,81.0,55.0,68.0,35.0,41.0,medium,average,medium,moderate
96.0,61.0,49.0,55.0,72.0,70.0,high,average,medium,moderate
73.0,78.0,84.0,47.0,94.0,30.0,high,average,low,moderate
74.0,97.0,53.0,40.0,62.0,55.0,medium,average,low,moderate
36.0,78.0,78.0,40.0,68.0,94.0,medium,average,medium,moderate
73.0,69.0,80.0,40.0,73.0,71.0,medium,average,medium,moderate
80.0,56.0,76.0,77.0,94.0,43.0,high,average,medium,moderate
70.0,71.0,48.0,46.0,23.0,79.0,medium,average,medium,moderate
35.0,62.0,88.0,79.0,44.0,60.0,medium,average,medium,moderate
66.0,76.0,46.0,44.0,41.0,38.0,medium,average,medium,moderate
95.0,42.0,49.0,46.0,77.0,99.0,medium,poor,medium,moderate
80.0,51.0,91.0,93.0,55.0,95.0,high,good,medium,moderate
39.0,87.0,53.0,90.0,81.0,65.0,medium,good,medium,high
97.0,62.0,78.0,52.0,57.0,22.0,high,average,medium,moderate
97.0,65.0,32.0,41.0,98.0,52.0,medium,average,medium,moderate
41.0,72.0,73.0,77.0,81.0,61.0,medium,good,medium,moderate
86.0,66.0,90.0,25.0,21.0,94.0,high,poor,medium,moderate
58.0,85.0,79.0,56.0,99.0,78.0,high,average,low,moderate
71.0,54.0,70.0,67.0,96.0,37.0,medium,average,medium,moderate
61.0,85.0,89.0,74.0,23.0,60.0,medium,good,low,high
84.0,52.0,50.0,28.0,51.0,34.0,medium,poor,medium,low
99.0,62.0,56.0,20.0,97.0,57.0,medium,poor,medium,moderate
85.0,75.0,34.0,42.0,87.0,62.0,high,average,low,moderate
95.0,93.0,78.0,29.0,57.0,60.0,high,average,low,moderate
96.0,53.0,80.0,60.0,63.0,54.0,high,average,medium,moderate
36.0,75.0,82.0,93.0,22.0,54.0,medium,good,medium,moderate
47.0,43.0,82.0,42.0,65.0,83.0,medium,poor,high,low
80.0,44.0,38.0,56.0,73.0,60.0,medium,average,medium,moderate
71.0,86.0,76.0,37.0,48.0,23.0,medium,average,low,moderate
33.0,83.0,83.0,23.0,44.0,79.0,medium,poor,medium,low
36.0,62.0,44.0,76.0,86.0,69.0,medium,average,medium,moderate
66.0,77.0,63.0,40.0,55.0,75.0,medium,average,medium,moderate
73.0,62.0,93.0,63.0,41.0,76.0,high,average,medium,moderate
41.0,56.0,59.0,74.0,49.0,33.0,low,average,medium,moderate
41.0,65.0,82.0,87.0,59.0,97.0,medium,good,medium,moderate
39.0,58.0,67.0,34.0,40.0,99.0,medium,poor,medium,low
69.0,88.0,76.0,66.0,64.0,31.0,medium,average,low,high
30.0,64.0,73.0,92.0,88.0,37.0,medium,good,medium,moderate
70.0,59.0,75.0,58.0,79.0,39.0,medium,average,medium,moderate
63.0,72.0,84.0,23.0,38.0,97.0,medium,poor,medium,moderate
62.0,85.0,93.0,40.0,57.0,94.0,high,average,low,moderate
77.0,56.0,50.0,83.0,63.0,41.0,medium,average,medium,moderate
66.0,96.0,94.0,83.0,74.0,70.0,high,good,low,high
80.0,67.0,73.0,45.0,80.0,39.0,medium,average,medium,moderate
83.0,79.0,71.0,35.0,58.0,23.0,medium,average,low,moderate
94.0,97.0,52.0,43.0,45.0,38.0,medium,average,low,moderate
85.0,65.0,59.0,39.0,72.0,26.0,medium,poor,medium,moderate
66.0,51.0,75.0,79.0,30.0,87.0,medium,average,medium,moderate
64.0,84.0,55.0,87.0,73.0,82.0,medium,good,low,high
46.0,40.0,50.0,23.0,91.0,34.0,low,poor,high,low
71.0,67.0,87.0,79.0,76.0,65.0,high,average,medium,moderate
39.0,98.0,59.0,80.0,54.0,36.0,medium,good,low,high
95.0,64.0,75.0,69.0,85.0,65.0,high,average,medium,moderate
89.0,81.0,32.0,89.0,62.0,91.0,high,good,low,high
38.0,71.0,35.0,23.0,63.0,90.0,medium,poor,medium,low
85.0,52.0,89.0,75.0,88.0,86.0,high,average,medium,moderate
38.0,59.0,39.0,30.0,35.0,39.0,low,poor,medium,low
80.0,71.0,85.0,91.0,82.0,35.0,high,good,medium,high
36.0,46.0,93.0,59.0,74.0,32.0,medium,average,high,low
64.0,64.0,63.0,27.0,62.0,30.0,medium,poor,medium,low
76.0,64.0,91.0,79.0,26.0,69.0,high,average,medium,moderate
81.0,90.0,59.0,79.0,81.0,72.0,high,good,low,high
59.0,47.0,96.0,57.0,37.0,90.0,medium,average,medium,moderate
94.0,90.0,46.0,44.0,91.0,27.0,medium,average,low,moderate
84.0,64.0,59.0,21.0,83.0,41.0,medium,poor,medium,moderate
44.0,79.0,57.0,92.0,49.0,78.0,medium,good,medium,high
76.0,73.0,84.0,34.0,54.0,74.0,high,poor,medium,moderate
81.0,57.0,33.0,87.0,22.0,54.0,medium,good,medium,moderate
53.0,95.0,87.0,67.0,59.0,32.0,medium,good,low,high
81.0,53.0,31.0,74.0,24.0,58.0,medium,average,medium,moderate
92.0,42.0,52.0,75.0,98.0,33.0,medium,average,medium,moderate
87.0,85.0,71.0,88.0,71.0,62.0,high,good,low,high
83.0,77.0,40.0,22.0,38.0,92.0,medium,poor,low,moderate
74.0,93.0,64.0,99.0,84.0,35.0,high,good,low,high
48.0,67.0,99.0,23.0,21.0,29.0,medium,poor,medium,low
85.0,41.0,87.0,99.0,63.0,79.0,high,good,medium,moderate
55.0,41.0,32.0,40.0,28.0,21.0,low,poor,high,low
67.0,65.0,71.0,87.0,24.0,98.0,high,good,medium,moderate
52.0,54.0,71.0,26.0,39.0,81.0,medium,poor,medium,low
51.0,95.0,34.0,56.0,43.0,52.0,medium,average,low,moderate
41.0,47.0,75.0,63.0,78.0,49.0,medium,average,high,moderate
97.0,92.0,66.0,96.0,91.0,50.0,high,good,low,high
40.0,53.0,77.0,29.0,82.0,51.0,medium,poor,high,low
36.0,47.0,50.0,22.0,79.0,87.0,medium,poor,high,low
95.0,56.0,47.0,71.0,65.0,83.0,high,average,medium,moderate
68.0,48.0,81.0,23.0,49.0,36.0,medium,poor,medium,low
60.0,64.0,80.0,82.0,40.0,34.0,medium,average,medium,moderate
81.0,59.0,41.0,23.0,95.0,63.0,medium,poor,medium,low
56.0,71.0,45.0,97.0,61.0,72.0,medium,good,medium,high
38.0,72.0,71.0,62.0,65.0,78.0,medium,average,medium,moderate
81.0,40.0,88.0,95.0,21.0,45.0,medium,average,medium,moderate
42.0,47.0,44.0,30.0,56.0,58.0,low,poor,high,low
68.0,49.0,45.0,41.0,74.0,28.0,medium,poor,medium,low
96.0,51.0,86.0,56.0,59.0,56.0,high,average,medium,moderate
95.0,45.0,78.0,22.0,69.0,74.0,medium,poor,medium,low
55.0,58.0,93.0,28.0,84.0,44.0,medium,poor,medium,low
84.0,72.0,84.0,46.0,21.0,45.0,medium,average,low,moderate
72.0,58.0,96.0,78.0,92.0,56.0,high,average,medium,moderate
63.0,59.0,43.0,76.0,85.0,89.0,medium,average,medium,moderate
39.0,68.0,49.0,26.0,53.0,68.0,low,poor,medium,low
56.0,72.0,46.0,24.0,81.0,93.0,medium,poor,medium,low
75.0,59.0,33.0,72.0,25.0,24.0,medium,average,medium,moderate
99.0,53.0,84.0,48.0,44.0,87.0,high,average,medium,moderate
30.0,64.0,76.0,83.0,28.0,23.0,low,good,medium,moderate
80.0,41.0,36.0,43.0,70.0,45.0,medium,poor,medium,low
89.0,69.0,43.0,49.0,88.0,54.0,medium,average,medium,moderate
96.0,96.0,43.0,37.0,68.0,38.0,medium,average,low,moderate
59.0,63.0,58.0,41.0,76.0,99.0,medium,poor,medium,moderate
38.0,46.0,61.0,76.0,31.0,91.0,medium,average,high,moderate
48.0,82.0,50.0,57.0,94.0,65.0,medium,average,medium,moderate
89.0,47.0,95.0,72.0,35.0,56.0,high,average,medium,moderate
91.0,51.0,44.0,26.0,62.0,80.0,medium,poor,medium,low
74.0,48.0,69.0,62.0,74.0,76.0,medium,average,medium,moderate
38.0,93.0,60.0,56.0,88.0,58.0,medium,average,low,moderate
38.0,98.0,57.0,92.0,94.0,86.0,medium,good,low,high
63.0,74.0,87.0,53.0,67.0,35.0,medium,average,medium,moderate
71.0,77.0,98.0,28.0,66.0,42.0,medium,poor,low,moderate
32.0,78.0,30.0,75.0,53.0,21.0,low,good,medium,moderate
78.0,76.0,62.0,31.0,65.0,29.0,medium,poor,low,moderate
68.0,72.0,38.0,92.0,73.0,35.0,medium,good,medium,high
30.0,99.0,60.0,50.0,71.0,69.0,medium,average,low,moderate
36.0,83.0,73.0,82.0,67.0,88.0,medium,good,medium,moderate
61.0,45.0,58.0,72.0,55.0,67.0,medium,average,high,moderate
80.0,63.0,51.0,57.0,35.0,55.0,medium,average,medium,moderate
87.0,98.0,51.0,66.0,24.0,41.0,medium,good,low,high
60.0,64.0,50.0,34.0,53.0,28.0,medium,poor,medium,moderate
50.0,52.0,52.0,25.0,51.0,66.0,low,poor,medium,low
97.0,92.0,56.0,81.0,68.0,31.0,high,good,low,high
62.0,77.0,78.0,96.0,92.0,83.0,high,good,medium,high
